Processes: 906 total, 2 running, 904 sleeping, 3777 threads 
2026/06/18 23:30:46
Load Avg: 1.61, 2.59, 4.18 
CPU usage: 3.61% user, 13.5% sys, 83.33% idle 
SharedLibs: 1096M resident, 185M data, 317M linkedit.
MemRegions: 288673 total, 5256M resident, 549M private, 2840M shared.
PhysMem: 20G used (2435M wired, 3334M compressor), 3577M unused.
VM: 380T vsize, 6144M framework vsize, 0(0) swapins, 0(0) swapouts.
Networks: packets: 54343211/45G in, 58823274/49G out.
Disks: 24917648/473G read, 25410543/569G written.

PID    COMMAND          %CPU TIME     #TH   #WQ  #PORTS MEM   PURG  CMPRS PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS    COW    MSGSENT    MSGRECV    SYSBSD     SYSMACH    CSW        PAGEINS IDLEW    POWER INSTRS CYCLES JETPRI USER                   #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
43653  MTLCompilerServi 0.0  00:00.04 2     1    34     8432K 0B    8096K 43653 1     sleeping *0[4]       0.00000 0.00000    501 1629      117    165        240        908        533        224        6       1        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
43189  VTEncoderXPCServ 0.0  00:02.40 2     1    56     5505K 0B    4976K 43189 1     sleeping *0[1]       0.00000 0.00000    0   3158      108    20317      12822      31487      47820      22441      2       0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
43188  WiFiCloudAssetsX 0.0  00:00.02 2     1    23     2240K 0B    1936K 43188 1     sleeping *0[1]       0.00000 0.00000    0   648       92     114        53         379        203        138        4       0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
41112  ssh-agent        0.0  00:00.24 1     0    22     1472K 0B    848K  41112 1     sleeping *0[1]       0.00000 0.00000    501 1398      88     122        49         2198       219        464        48      0        0.0   0      0      180    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
40815  PackageThumbnail 0.0  00:00.11 5     4/1  53     3841K 0B    3440K 40815 1     sleeping *0[1]       0.00000 0.00000    501 1337      118    220        105        1743       461        694        3       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
37459  SetStoreUpdateSe 0.0  00:00.19 2     1    28     2672K 0B    1024K 37459 1     sleeping  0[0]       0.00000 0.00000    0   6168      103    352        434        3818       1178       941        28      2        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
34695  VTDecoderXPCServ 0.0  00:00.20 2     1    67     3889K 0B    3152K 34695 1     sleeping *0[9]       0.00000 0.00000    501 3109      119    5658       5174       4365       13113      3842       3       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
34650  betaenrollmentd  0.0  00:00.08 2     1    31     2368K 0B    2128K 34650 1     sleeping *0[4]       0.00000 0.00000    0   2828      91     190        350        2143       719        559        2       2        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
34649  betaenrollmentag 0.0  00:00.16 2     1    63     3024K 0B    2704K 34649 1     sleeping *0[1]       0.00000 0.00000    501 3844      102    508        373        2473       1504       1284       35      2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
33758  LinkedNotesUISer 0.0  00:04.16 3     1    182    13M   0B    7232K 33758 1     sleeping *0[1]       0.00000 0.00000    501 25318     205    33933      12663      90509      119502     80624      43      24       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
32895  MTLCompilerServi 0.0  00:00.13 2     1    28     10M   0B    10M   32895 1     sleeping *0[4]       0.00000 0.00000    0   2027      115    138        243        1154       500        813        39      1        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
32894  VTDecoderXPCServ 0.0  00:00.25 2     1    61     3920K 0B    2976K 32894 1     sleeping *0[657]     0.00000 0.00000    0   4368      117    5837       4619       4461       11576      3705       2       0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
31909  MTLCompilerServi 0.0  00:00.09 2     1    34     13M   0B    12M   31909 1     sleeping *0[22]      0.00000 0.00000    501 2169      117    187        266        1565       597        263        22      2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
31908  MTLCompilerServi 0.0  00:00.13 2     1    34     14M   0B    13M   31908 1     sleeping *0[29]      0.00000 0.00000    501 2277      117    200        275        1606       621        297        19      2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
31892  com.apple.ColorS 0.0  00:00.02 2     1    25     1648K 0B    1424K 31892 1     sleeping *0[2]       0.00000 0.00000    0   1101      83     125        242        866        464        223        3       2        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
31891  com.apple.Ambien 0.0  04:30.35 3     1    84     3552K 0B    1120K 31891 1     sleeping *0[563463]  0.00000 0.00000    0   11592     110    664337     599344     9457221    1898979    2405609    134     15       0.0   0      0      40     root                   N/A    N/A   N/A   N/A   N/A   N/A  
31573  rcd              0.0  00:02.00 2     1    67     3792K 0B    2000K 31573 1     sleeping *0[1]       0.00000 0.00000    501 6568      114    1124       7258       77459      8614       48008      9       11       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
31455  com.apple.AppSto 0.0  00:00.05 2     1    27     2672K 0B    2368K 31455 1     sleeping *0[16]      0.00000 0.00000    0   1169      104    133        68         826        248        121        4       0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
31453  gamed            0.0  00:16.05 3     1    169    17M   0B    9728K 31453 1     sleeping *0[512]     0.00000 0.00000    501 46181     235    49644      31887      412648     185400     194982     639     159      0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
31452  storeuid         0.0  00:03.21 3     1    156    8289K 0B    3296K 31452 1     sleeping *0[4632]    0.00000 0.00000    501 20333     173    32749      12908      67019      87650      61998      33      20       0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
30946  com.apple.audio. 0.0  00:00.04 2     1    26     2784K 0B    2416K 30946 1     sleeping *0[2]       0.00000 0.00000    501 1190      101    151        63         518        316        48         2       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
30940  voicememod       0.0  00:00.97 2     1    72     8528K 0B    6112K 30940 1     sleeping *0[146]     0.00000 0.00000    501 9753      147    2182       1649       39042      8497       9602       126     1        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
29117  printtool        0.0  00:02.97 3     1    150    7376K 0B    2704K 29117 1     sleeping *0[5372]    0.00000 0.00000    501 20215     152    30410      11617      68015      86386      60422      32      14       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
28560  geoanalyticsd    0.0  00:00.86 2     1    78     4016K 0B    2432K 28560 1     sleeping *0[59]      0.00000 0.00000    501 11002     120    1846       827        20338      5554       10161      85      24       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
27566  PlugInLibrarySer 0.0  00:00.01 2     1    23     1872K 0B    1632K 27566 1     sleeping *0[3]       0.00000 0.00000    0   751       85     115        56         380        200        44         2       0        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
27013  MTLCompilerServi 0.0  00:00.15 2     1    34     12M   0B    11M   27013 1     sleeping *0[3]       0.00000 0.00000    501 1630      117    172        127        1242       426        338        9       1        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
26698  CSExattrCryptoSe 0.0  00:00.03 2     1    23     2400K 0B    2096K 26698 1     sleeping *0[4]       0.00000 0.00000    501 915       88     148        63         528        285        66         3       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
26692  QuickLookUIServi 0.0  00:02.20 3     1    161    6657K 0B    1872K 26692 1     sleeping  0[5091]    0.00000 0.00000    501 9761      155    28810      11652      57371      87178      30995      3       22       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
26691  com.apple.appkit 0.0  00:16.03 3     1    333    38M   0B    16M   26691 1     sleeping  0[9387]    0.00000 0.00000    501 80363     385    116394     53156      299773     236206     109329     28      79       0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
26690  MTLCompilerServi 0.0  00:00.29 2     1    34     15M   0B    14M   26690 1     sleeping *0[32]      0.00000 0.00000    501 2105      117    225        171        1687       529        442        39      1        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
26689  PlugInLibrarySer 0.0  00:00.03 2     1    23     2016K 0B    1728K 26689 1     sleeping *0[70]      0.00000 0.00000    501 710       87     216        138        1116       400        215        3       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
26682  Numbers          0.0  00:56.78 6     3    595    252M  2624K 154M  26682 1     sleeping  0[5732]    0.00000 0.00000    501 269435    719    338562     60095      1310624    747242     541314     7934    1460     0.0   0      0      100    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
26258  CharacterPalette 0.0  00:23.28 5     3    472    82M   0B    63M   26258 1     sleeping *0[31182]   0.00000 0.00000    501 46119     420    133840     63064      535223     437229     318034     2393    690      0.0   0      0      100    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
24848  GenerativeExperi 0.0  00:01.97 4     3/1  62     7345K 0B    6896K 24848 1     sleeping *0[1]       0.00000 0.00000    301 5919      183    3043       1136       45854      6845       6099       134     0        0.0   0      0      40     _modelmanagerd         N/A    N/A   N/A   N/A   N/A   N/A  
24522  ReportSystemMemo 0.0  00:00.28 2     1    30     2976K 0B    1216K 24522 1     sleeping  0[0]       0.00000 0.00000    302 6631      120    359        451        3703       1390       1743       96      2        0.0   0      0      0      _reportsystemmemory    N/A    N/A   N/A   N/A   N/A   N/A  
23178  contactsdonation 0.0  00:52.01 2     1    126    7360K 0B    1760K 23178 1     sleeping *0[478]     0.00000 0.00000    501 130101    156    130788     11946      1250252    266472     308358     152     30       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
22596  ImageThumbnailEx 0.0  00:00.60 5     4/3  83     6465K 0B    6752K 22596 1     sleeping *0[1]       0.00000 0.00000    501 13606     159    5841       5149       8493       11534      2824       320     0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
22586  mlruntimed       0.0  00:00.21 2     1    50     2896K 0B    2528K 22586 1     sleeping *0[1]       0.00000 0.00000    501 4891      100    524        514        2914       1480       1178       75      2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
22515  cfprefsd         0.0  00:00.91 2     1    25     1952K 0B    800K  22515 1     sleeping *0[1380]    0.00000 0.00000    301 5038      89     2255       2487       43570      5793       5290       2       8        0.0   0      0      0      _modelmanagerd         N/A    N/A   N/A   N/A   N/A   N/A  
22514  distnoted        0.0  00:16.95 3     2    30     1648K 0B    720K  22514 1     sleeping *0[1]       0.00000 0.00000    301 29192     87     821        128253     1532106    130034     295716     3       71       0.0   0      0      40     _modelmanagerd         N/A    N/A   N/A   N/A   N/A   N/A  
22502  TGOnDeviceInfere 0.0  00:12.96 5     3/1  99     161M  0B    160M  22502 1     sleeping *0[1]       0.00000 0.00000    301 74179     214    135931     130362     110027     262113     38507      12644   1        0.0   0      0      0      _modelmanagerd         N/A    N/A   N/A   N/A   N/A   N/A  
22329  FPCKService      0.0  00:05.61 2     1    67     7136K 0B    1712K 22329 1     sleeping *0[26]      0.00000 0.00000    501 9052      149    1524       1143       217578     43982      16447      70      2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
22063  com.apple.Charac 0.0  00:00.06 2     1    47     3984K 0B    2880K 22063 1     sleeping *0[24]      0.00000 0.00000    501 1585      111    206        117        1017       442        176        12      0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21972  mdwrite          0.0  00:00.31 2     1    49     2592K 0B    1392K 21972 1     sleeping *0[1]       0.00000 0.00000    501 4395      97     694        743        14194      2339       3064       6       5        0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21709  com.apple.toneli 0.0  00:00.04 2     1    26     1872K 0B    1648K 21709 1     sleeping *0[1]       0.00000 0.00000    501 1473      88     158        309        1102       632        392        13      2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21667  EscrowSecurityAl 0.0  00:00.64 2     1    59     3712K 0B    1072K 21667 1     sleeping  0[0]       0.00000 0.00000    501 10982     118    1437       1616       20417      8502       8736       110     3        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21604  AMPArtworkAgent  0.0  00:00.12 2     1    46     3760K 0B    3392K 21604 1     sleeping *0[16]      0.00000 0.00000    501 2677      117    228        362        3057       949        888        42      2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21603  com.apple.BKAgen 0.0  00:06.32 2     1    75     4864K 0B    2080K 21603 1     sleeping *0[204]     0.00000 0.00000    501 14204     144    2562       2275       212273     8314       42917      135     47       0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21592  PodcastContentSe 0.0  00:00.11 2     1    43     3408K 0B    3024K 21592 1     sleeping  0[0]       0.00000 0.00000    501 2593      123    253        361        1761       820        1015       29      2        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21577  AMPLibraryAgent  0.0  00:13.04 6     1    134    11M   0B    6208K 21577 1     sleeping *0[547]     0.00000 0.00000    501 47402     252    63237      13691      269854     210250     209705     3194    498      0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21576  media-indexer    0.0  00:00.41 2     1    83     3872K 0B    2256K 21576 1     sleeping *0[146]     0.00000 0.00000    501 8242      112    932        864        10412      4134       4512       149     1        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21483  top              0.0  00:00.45 1/1   0    16     6064K 0B    0B    21483 67998 running  *0[1]       0.00000 0.00000    0   1602      84     639545     319772     4704       326330     6          1       0        0.0   0      0      180    root                   N/A    N/A   N/A   N/A   N/A   N/A  
21471  spotlightknowled 0.0  00:01.48 2     1    45     4897K 16K   0B    21471 1     sleeping  0[0]       0.00000 0.00000    501 20996     162    242        92         10963      534        580        10      0        0.0   0      0      40     jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21470  ReportMemoryExce 0.0  00:00.22 3     1    44     2976K 0B    0B    21470 1     sleeping *0[6]       0.00000 0.00000    269 1466      113    716        478        4887       1075       835        12      0        0.0   0      0      0      _reportmemoryexception N/A    N/A   N/A   N/A   N/A   N/A  
21469  mdworker_shared  0.0  00:00.13 4     1    60     3072K 0B    0B    21469 1     sleeping *0[1]       0.00000 0.00000    501 2545      118    512        216        2114       599        146        6       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21464  mdworker_shared  0.0  00:00.08 3     1    47     2672K 0B    0B    21464 1     sleeping *0[1]       0.00000 0.00000    501 1676      111    575        255        1119       579        92         6       0        0.0   0      0      0      jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21452  plugin-container 0.0  00:00.11 22    1    99     18M   0B    0B    2054  2054  sleeping *0[2]       0.00000 0.00000    501 11462     1050   254        125        5846       812        279        0       1        0.0   0      0      180    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21449  plugin-container 0.0  00:00.11 22    1    99     18M   0B    0B    2054  2054  sleeping *0[2]       0.00000 0.00000    501 11454     1050   254        126        5773       812        298        0       1        0.0   0      0      180    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21440  plugin-container 0.0  00:00.11 21    1    98     18M   0B    0B    2054  2054  sleeping *0[2]       0.00000 0.00000    501 11452     1050   254        125        5180       814        345        0       1        0.0   0      0      180    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21431  plugin-container 0.0  00:00.87 23    1    102    60M   0B    0B    2054  2054  sleeping *0[2]       0.00000 0.00000    501 20312     1051   411        237        17434      1237       4746       0       10       0.0   0      0      180    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21430  plugin-container 0.0  00:00.44 22    1    99     33M   0B    0B    2054  2054  sleeping *0[2]       0.00000 0.00000    501 13930     1051   350        173        18808      1528       6327       0       26       0.0   0      0      180    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21429  plugin-container 0.0  00:00.52 22    1    99     32M   0B    0B    2054  2054  sleeping *0[2]       0.00000 0.00000    501 13704     1050   356        180        27152      992        9302       0       27       0.0   0      0      180    jiten                  N/A    N/A   N/A   N/A   N/A   N/A  
21422  sysdiagnosed     0.0  00:00.99 2     1    33     2656K 0B    2368K 21422 1     sleeping *0[1]       0.00000 0.00000    0   6417      92     4469       3614       34827      11531      5033       55      8        0.0   0      0      0      root                   N/A    N/A   N/A   N/A   N/A   N/A  
21420  cfprefsd         0.0  00:00.90 2     1    25     2000K 0B    800K  21420 1     sleeping *0[1379]    0.00000 0.00000    296 5085      89     2261       2494       41759      5805       5278       2       9        0.0   0      0      0      _neuralengine          N/A    N/A   N/A   N/A   N/A   N/A  
21418  ANEStorageMainta 0.0  00:00.05 2     1    23     2048K 0B    1792K 21418 1     sleeping  0[0]       0.00000 0.00000    296 2485      92     184        116        1220       397        412        5       0        0.0   0      0      0      _neuralengine          N/A    N/A   N/A   N/A   N/A   N/A  
